date,BEVERAGES,BREAD/BAKERY,CLEANING,DAIRY,DELI,GROCERY I,MEATS,PERSONAL CARE,POULTRY,PRODUCE
2015-08-20,120312.0,22592.647,48856.0,30796.0,13385.078998,164488.009,17214.16203,11481.0,15346.25202,84588.253
2015-08-21,138317.0,23929.23503,53605.0,35821.0,15714.041,178782.938,23531.50499,12119.0,23570.161989,98670.76415
2015-08-22,177761.0,29479.08593,66729.0,44502.0,17379.822,223473.238,18483.150956,17115.0,21611.391015,121189.0797
2015-08-23,195491.0,33716.54903,71063.0,50081.0,20503.20601,243960.112,19014.719168,20230.0,23055.327031,131169.49420000002
2015-08-24,144581.0,26750.304,57938.0,39215.0,15527.405999999999,193495.072,17020.030026,14368.0,17647.370052000002,108400.8749
2015-08-25,130586.0,24308.031,50763.0,34111.0,14179.739,177455.627,15513.004,12410.0,15992.584019,108333.02353
2015-08-26,130276.0,23459.363,50034.0,35954.0,12904.905,169356.366,15134.82605,12041.0,15754.419988,133021.0068
2015-08-27,115548.0,22158.882999999998,45455.0,30978.0,12254.988010000001,158149.191,16323.42707,10852.0,14917.844976,81979.1333
2015-08-28,138499.0,24512.271,49821.0,35435.0,16116.872,170362.516,22939.619878,11446.0,24064.991014,94942.2403
2015-08-29,196492.0,31728.36203,73833.0,49165.0,19929.956,247850.507,19757.048994,20253.0,23687.444918,125521.825
2015-08-30,223201.0,37266.371,81230.0,55735.0,22841.464,278712.112,19947.289046,23305.0,26288.198012,143785.5068
2015-08-31,165371.0,30529.871,67257.0,43444.0,18221.571,230275.514,18108.492992,18338.0,19159.65002,112894.1552
2015-09-01,201878.0,31754.982,79178.0,45686.0,20230.711,270499.49,20678.158050000002,21569.0,23043.53385,134077.70307000002
2015-09-02,187208.0,29701.184,74327.0,45881.0,17978.131,245231.05,19135.679024,19794.0,21889.604965,162776.03853
2015-09-03,160764.0,25404.847,62359.0,36163.0,16437.646,210494.676,19354.37703,15520.0,18257.592976,94829.481
2015-09-04,168572.0,25852.37,60367.0,37724.0,17335.022,205591.187,26224.456972,14939.0,26885.352015,100058.58167
2015-09-05,254856.0,35647.348,90574.0,55139.0,23520.599,300484.444,21809.554985,24686.0,26881.61386,139477.37446
2015-09-06,288474.0,42314.22799,95321.0,62382.0,26802.931,329609.528,23254.757016,27489.0,28764.74901,150344.77497
2015-09-07,184317.0,28866.267,64939.0,41216.0,17292.943,219561.581,16917.671018,16308.0,18786.87797,108926.03401999999
2015-09-08,155460.0,25942.718,57779.0,34377.0,15411.921996,191848.293,15464.851014,14558.0,16350.49004,106967.601
2015-09-09,154908.0,25413.306,55756.0,36295.0,13747.361,188220.482,15096.248015000001,13839.0,17203.066998,140083.5329
2015-09-10,132801.0,22668.773,48627.0,30058.0,12897.103,162423.037,16667.455024,12003.0,15207.536984,83793.296
2015-09-11,152567.0,23639.594989999998,50450.0,33758.0,15400.395,172460.212,23018.209903,12347.0,23902.913026000002,96079.124
2015-09-12,228446.0,32090.951,74395.0,49128.0,19916.366,254393.549,19844.120993,20228.0,24077.72503,129991.41299
2015-09-13,264504.0,39024.5031,78311.0,55671.0,23321.065,281443.496,21356.06096,22787.0,26571.280936,148076.4229
2015-09-14,167985.0,26906.291,54337.0,37151.0,16350.347,190499.348,15366.749025000001,14344.0,17095.186994,103345.16805000001
2015-09-15,157006.0,25523.808,54942.0,34998.0,15515.024,190057.826,16414.771986,14692.0,16990.47304,112422.279
2015-09-16,164646.0,26547.49097,57134.0,38291.0,14823.783019999999,195725.615,16619.145015000002,14563.0,17823.255989,149044.843
2015-09-17,138240.0,22084.05,49995.0,30024.0,13407.676,167466.165,17803.39402,12541.0,15053.15702,87588.1321
2015-09-18,149665.0,24454.11702,51440.0,34233.0,15449.891,175242.737,23736.153005,12264.0,23016.138004,97291.8289
2015-09-19,226917.0,32542.17198,75510.0,49492.0,20843.602,262012.87900000002,21305.95504,20897.0,24245.079989,132714.97002
2015-09-20,269952.0,39281.065,78911.0,57275.0,24142.179,286247.781,21770.46501,23470.0,26948.35488,147855.3268
2015-09-21,171329.0,26782.194,59174.0,38531.0,15644.741014,203434.068,16537.39698,15093.0,17617.279987,108104.99
2015-09-22,147748.0,24290.954,51941.0,33209.0,13987.725,177503.527,15108.01293,13165.0,15937.725981,107866.41211
2015-09-23,151735.0,25216.052929999998,53592.0,36285.0,14008.189,179647.413,15167.067986,13150.0,16954.875014,142872.0
2015-09-24,130493.0,21671.275,45040.0,29403.0,12446.055,154976.789,15915.74603,11115.0,14737.203991,83536.2709
2015-09-25,151268.0,23499.69003,50806.0,34163.0,15786.604,169884.701,22303.729042,12158.0,22792.277000000002,96045.03998
2015-09-26,220853.0,31720.77702,71687.0,47127.0,19870.591,240802.707,19859.494,19524.0,23635.154934000002,129164.15819
2015-09-27,263863.0,38546.693,78503.0,56466.0,23500.026,274214.751,20830.30105,23855.0,26271.967016,149648.9695
2015-09-28,158953.0,25756.853,61341.0,36193.0,14670.393,180110.13,15597.361996,13969.0,15905.542053000001,106175.46697
2015-09-29,139997.0,22692.972,51908.0,32022.0,13157.69701,163210.316,14585.723038,12485.0,14973.690981,105870.3101
2015-09-30,151850.0,25154.52,59758.0,36278.0,14305.175,189052.631,14968.567,15273.0,16627.725032000002,144032.05102
2015-10-01,170270.0,27045.33,70217.0,41013.0,17662.736,248701.812,20926.81894,20209.0,20592.88504,106422.66297
2015-10-02,179072.0,27098.432,69599.0,43444.0,19162.174,245153.329,26684.364007,18283.0,29453.24291,113918.71485
2015-10-03,266772.0,35233.63297,102429.0,59898.0,24095.479,360545.262,23926.06697,30064.0,43734.45014,147928.57858
2015-10-04,293128.0,41286.373999999996,101280.0,65820.0,27721.417,377564.83400000003,24172.015954,31883.0,33506.61604,162118.1186
2015-10-05,180680.0,27493.198,70280.0,42245.0,17057.30401,248414.7,16858.403968,18888.0,20865.791964,114224.05502
2015-10-06,153568.0,24104.785,58474.0,35758.0,14305.478,207081.421,16019.246984,15669.0,17995.118984,108551.74
2015-10-07,152723.0,24387.929,55951.0,38222.0,13432.609,200058.988,16084.982005,13987.0,18021.54805,140933.0445
2015-10-08,135449.0,22153.652000000002,45741.0,31809.0,12794.62399,177734.963,17691.189058,10568.0,16166.754024,83832.243
2015-10-09,198341.0,27889.96,67451.0,46450.0,19882.301,252358.647,25954.186034,17879.0,29459.76401,119124.96399999999
2015-10-10,202425.0,29323.97503,69406.0,47841.0,18811.979,253686.158,19216.524995,18822.0,23114.647033,116239.40398
2015-10-11,239775.0,36551.02502,74461.0,55655.0,21986.72598,287912.85,19008.917019,21156.0,25254.416934,131431.61003
2015-10-12,171553.0,26673.569,57354.0,39791.0,15721.35399,205507.766,16780.65502,14443.0,18493.062966,108333.14619
2015-10-13,126001.0,21938.80198,45942.0,32238.0,12149.970010000001,166596.174,14302.539994,10976.0,14736.2589807,101088.5079
2015-10-14,142303.0,25063.91302,51163.0,38481.0,13293.223,188272.939,15220.316993,12155.0,17291.896005,142987.49031
2015-10-15,120661.0,22429.883,46508.0,32325.0,12832.002,170174.248,17508.416126,11008.0,15864.141045,87822.742
2015-10-16,145065.0,25194.737,54996.0,38964.0,16503.43201,195648.954,24191.613024,12474.0,27101.017024,102188.1178
2015-10-17,217293.0,32345.352,76842.0,54735.0,20247.201,280530.377,20944.34704,20683.0,26972.49293,133945.612
2015-10-18,255640.0,41036.426,81764.0,63075.0,24087.82,312644.61699999997,21124.911955,23264.0,29888.734052,150614.1239
2015-10-19,154403.0,27060.081,57104.0,40568.0,15039.003,203594.256,15929.063002,13925.0,18598.059044,106780.221
2015-10-20,138062.0,23792.747,54569.0,36634.0,13705.938,191511.262,16098.405993,13122.0,18183.916,111362.9682
2015-10-21,135597.0,23992.55598,51146.0,38840.0,12251.342,179785.03,15148.06305,11990.0,16502.53603,144549.26499
2015-10-22,114266.0,20845.657,42914.0,30745.0,12106.998,162364.692,16462.195982,9934.0,14503.56601,83880.69999
2015-10-23,136944.0,22771.256,48556.0,35949.0,14984.197,177102.068,22633.564995,10437.0,23825.02498,97246.4072
2015-10-24,196368.0,29709.74398,65826.0,49209.0,18591.074,244223.171,19961.871967,17366.0,23623.752,126398.1947
2015-10-25,247406.0,38180.183,75223.0,59897.0,23058.571,292532.473,21354.95797,22119.0,27023.562065,148156.0749
2015-10-26,146756.0,24681.438000000002,50289.0,37734.0,13282.66602,187140.097,14915.904058,12583.0,16209.21695,103145.8643
2015-10-27,119431.0,21473.90398,44102.0,31917.0,9903.491,181811.45,13482.25599,10708.0,15165.76003,100820.10107
2015-10-28,120395.0,21058.75997,44614.0,34353.0,8590.891,163936.873,12802.58,10355.0,15445.749995,129843.7033
2015-10-29,110449.0,18909.823,40420.0,27939.0,8393.111,155256.371,14648.205052,9496.0,13457.241022,76896.39885
2015-10-30,136186.0,21223.536,49201.0,34015.0,11801.844000000001,184025.813,21133.029108,12651.0,23532.03103,93025.0571
2015-10-31,200340.0,27508.4649,77089.0,49263.0,16790.667,283224.663,19602.747989,22542.0,24920.146015,121896.619
2015-11-01,178923.0,26373.13,68178.0,44156.0,15516.052,256824.33,17852.717969,20966.0,24088.95301,108396.61502
2015-11-02,166253.0,23964.951,63143.0,41393.0,14491.347,232887.607,16943.136028,18361.0,21782.37113,105348.7268
2015-11-03,233975.0,33558.755,86132.0,56996.0,19604.596,312993.707,20619.794956,25241.0,27945.712971,153780.87303000002
2015-11-04,175193.0,28335.09,68565.0,46943.0,14297.11301,243346.024,17776.97901,18026.0,22202.934937,169347.64202
2015-11-05,136033.0,22464.047,57192.0,35363.0,11986.403,193999.069,16969.519,14292.0,19278.724024,99421.62789999999
2015-11-06,139532.0,22746.113,55092.0,36499.0,13737.979,192626.271,21553.8341,12767.0,26911.540965,102301.996
2015-11-07,200149.0,31770.844,75591.0,51881.0,17243.184,285216.557,19364.943973,20966.0,27446.430959999998,133678.6152
2015-11-08,248989.0,38781.713,84234.0,62579.0,21162.336,322893.759,21587.464956,24050.0,31386.55598,156989.673
2015-11-09,147662.0,25403.802,56414.0,38141.0,12666.69198,203194.57,19015.754004,13932.0,19329.468967,103455.192
2015-11-10,133410.0,22994.383,49888.0,34365.0,11584.56401,180978.383,14164.89499,12357.0,17959.251964,106535.1081
2015-11-11,135161.0,23146.812,48881.0,37094.0,10822.139,204942.683,14137.033992,11488.0,17819.42402,143779.8473
2015-11-12,108605.0,19315.71,38786.0,28360.0,9642.368996,146715.346,14961.906015999999,8721.0,14527.735026,78201.59397
2015-11-13,134346.0,22254.971,47316.0,35858.0,13208.733,173780.904,22193.95302,10429.0,24807.47903,96561.27701
2015-11-14,198512.0,28726.99998,67026.0,50223.0,16477.22399,250551.654,19181.029962,17713.0,25092.18998,128584.72
2015-11-15,253378.0,38560.2209,79385.0,62288.0,20800.39299,308839.368,20207.610909,22884.0,29825.63901,156104.6478
2015-11-16,158543.0,26853.538,57561.0,41076.0,13691.076004,209877.564,16303.669992,14340.0,19545.092204,111947.71602
2015-11-17,128542.0,22348.69203,47692.0,33968.0,12364.53,181719.796,14036.588016,11332.0,16667.06602,108306.175
2015-11-18,138055.0,23956.831000000002,50405.0,39078.0,11499.935,187024.692,14692.73098,12139.0,17413.107928,147573.334
2015-11-19,120479.0,19746.514,44333.0,31417.0,10368.62001,166160.78399999999,15367.940023,10304.0,15338.424018,88742.53327
2015-11-20,140459.0,22471.721,51711.0,37573.0,13373.132020000001,188848.715,23186.639152,12085.0,25676.39497,102651.0951
2015-11-21,196489.0,29234.23287,67367.0,49848.0,16682.718,248790.57200000001,18334.275061,17605.0,23754.035971999998,131286.73477
2015-11-22,241280.0,37554.609,75165.0,60283.0,19888.493,293519.172,20546.96499,21865.0,28840.47799,154905.3419
2015-11-23,148176.0,25332.428,53576.0,39514.0,13572.051,212547.451,15602.654864,13594.0,19327.613987,109782.24507
2015-11-24,127901.0,22088.75102,46559.0,34368.0,11613.409,176703.127,14132.341013,11819.0,16524.31699,109745.61290000001
2015-11-25,131036.0,22587.157,46969.0,38378.0,11466.056,177450.623,13886.529034,12103.0,17053.919019,145405.0521
2015-11-26,114515.0,19342.583,39858.0,30736.0,10455.962994,153487.728,15215.345978,9954.0,14753.163026,84477.71903000001
2015-11-27,138362.0,20784.424,48251.0,34579.0,12620.521996,187519.365,22025.634003,12689.0,23385.64702,93467.268
2015-11-28,194999.0,27536.21098,66332.0,47843.0,16284.626,247041.302,18323.18699,18712.0,23481.68908,122478.69089
2015-11-29,259468.0,36838.45399,81663.0,61467.0,20869.684,313506.061,21435.642988,24822.0,29788.293966,155857.50501
2015-11-30,166074.0,26026.559,59949.0,41405.0,14535.681994,233626.427,16288.211985,16466.0,20550.766951999998,115085.63607000001
2015-12-01,175428.0,26474.747,72382.0,43975.0,16583.397,272375.783,18213.509976,20863.0,21326.318808,132101.9198
2015-12-02,168466.0,25807.624,69292.0,45140.0,15256.799,265057.075,17665.50599,18797.0,20795.245887,164867.77403
2015-12-03,142518.0,21495.561,56543.0,35609.0,13399.94499,213517.332,17487.64902,14361.0,16696.74895,93775.1719
2015-12-04,150676.0,21542.902000000002,57370.0,37874.0,15272.983004,243074.58000000002,24156.099041999998,14006.0,24402.268018,100223.70496999999
2015-12-05,212881.0,29338.885,82487.0,51946.0,18630.983,293218.406,20677.696025,23324.0,24459.758746,131006.479
2015-12-06,265552.0,37656.67297,92373.0,64389.0,23049.097,344198.986,22920.683136,28318.0,30039.014948,160845.2514
2015-12-07,174770.0,27079.612,65434.0,43349.0,15361.728,266322.762,17376.26795,16933.0,21408.027016,119903.112
2015-12-08,144221.0,22875.404,55575.0,36858.0,12869.386989999999,218271.373,15077.460975,14474.0,20425.96099,116728.39199999999
2015-12-09,147989.0,22756.076,54809.0,40524.0,12273.855,216034.13,16079.217023,13687.0,17246.819002,151500.259
2015-12-10,130101.0,19810.83,48345.0,35224.0,11221.641996,228638.516,15915.868021,11769.0,15172.230005,88402.81961400001
2015-12-11,144439.0,21943.94198,51513.0,37146.0,14229.574,210971.007,23043.640884,11687.0,23696.955971,102183.62198
2015-12-12,202436.0,27261.59402,71463.0,49159.0,16310.347996,277815.188,18663.11,19310.0,22532.95607,126844.101
2015-12-13,245033.0,34412.34803,80153.0,58811.0,19875.76,327242.042,20067.43798,23581.0,25509.521194,146698.85603
2015-12-14,160756.0,25203.21998,56191.0,40576.0,13445.664,280831.388,16461.941978,14252.0,19308.932966,112864.4871
2015-12-15,146725.0,23315.00998,55944.0,39098.0,12988.411006,247077.766,16037.750065,14022.0,18302.416014,116272.57830000001
2015-12-16,155905.0,23946.583,59444.0,43341.0,13493.225,267490.004,16681.215006,14494.0,19823.717964,153799.76499999998
2015-12-17,147661.0,22390.1941,55935.0,38578.0,13406.624,280533.962,17078.992935,13514.0,20911.849074,102398.272
2015-12-18,156419.0,22293.095,56944.0,42655.0,15426.31698,308668.201,24447.971015,13004.0,27960.37988,108968.93698
2015-12-19,216978.0,27582.615,85557.0,53867.0,18218.963,331152.939,19533.553971999998,23473.0,25966.437016,138249.7715
2015-12-20,239069.0,33388.051,94429.0,59906.0,21334.185,361094.281,21477.486989,27620.0,27765.269723999998,153056.346
2015-12-21,188430.0,27303.379,76706.0,50041.0,17606.883026,337289.325,19533.64395,18610.0,25093.068,136295.199
2015-12-22,189733.0,26483.266,88714.0,51321.0,18078.06996,362154.403,19931.69318,18261.0,26405.41999,157344.2945
2015-12-23,199461.0,26580.303,82255.0,59050.0,19583.732,367851.184,19225.564997,18865.0,31168.83591,200580.75950000001
2015-12-24,191789.0,24331.84298,77408.0,55644.0,20555.524989999998,341425.748,18339.289,18456.0,29231.03199,177912.1342
2015-12-26,214286.0,26906.597999999998,82466.0,47081.0,17693.726,268798.225,19635.550985,24729.0,22848.592024999998,126146.77877
2015-12-27,193941.0,25052.22608,74554.0,43690.0,15783.678004000001,237820.279,17337.202035,23799.0,19384.81802,115628.0721
2015-12-28,169404.0,22886.317,68327.0,40188.0,14501.37702,223897.335,17337.04795,19174.0,16296.316996,115887.65298
2015-12-29,182087.0,23777.922,72101.0,44035.0,15927.73,239270.182,18735.067998,18731.0,18679.27304,136059.71213
2015-12-30,210801.0,26900.798,79919.0,54895.0,18536.20503,273100.393,20491.449996,19740.0,24057.441896,191467.227
2015-12-31,209006.0,27455.146,69453.0,50612.0,19270.248,249215.56,17751.823005,15903.0,22705.566029999998,174551.9904
2016-01-01,5104.0,680.952,734.0,1033.0,295.181,3247.0,397.749,226.0,261.179,2384.509
2016-01-02,250510.0,33464.57402,93377.0,55039.0,22591.372,309417.194,22850.042968,29527.0,25309.535876,146126.164
2016-01-03,299177.0,40905.38003,103544.0,68371.0,25365.567,347681.912,24417.722,33843.0,26105.50795,183392.0229
2016-01-04,217525.0,31278.86797,83979.0,52242.0,18488.887,272978.806,19750.153001,25288.0,19478.054057,155059.5071
2016-01-05,187069.0,27189.87697,72688.0,45174.0,16308.949,234212.722,18885.02102,20842.0,20233.73399,141014.1231
2016-01-06,170360.0,25631.930099999998,67105.0,44103.0,14417.93,220632.777,18418.002985,18383.0,20526.460039999998,171846.15883
2016-01-07,143636.0,21621.98803,56219.0,35817.0,12658.458,183343.476,18593.697994,16184.0,17001.67192,105482.505
2016-01-08,152225.0,22463.518,56947.0,39047.0,15152.446,194604.367,26671.58117,14941.0,25794.365042999998,114415.12697
2016-01-09,227854.0,30215.91103,83186.0,54729.0,19033.405,277982.051,21369.003981,24168.0,25536.605004,152089.42112
2016-01-10,263121.0,37516.12,85966.0,62798.0,22181.32496,310926.818,23137.835962,27605.0,28438.549045,168121.595
2016-01-11,157869.0,25171.75202,56808.0,39731.0,13982.687,201072.649,16731.37498,15695.0,18035.262,115119.50798
2016-01-12,136315.0,22641.13097,51372.0,36086.0,13219.592,181032.288,17047.445024,13827.0,17409.43301,117820.55608
2016-01-13,132266.0,22593.58598,49034.0,37263.0,11727.557,174299.275,15277.04502,12817.0,16679.070036,146877.6391
2016-01-14,120609.0,20479.134,46046.0,32814.0,11362.137999999999,156517.984,17434.075996,11599.0,15253.949955,92251.7231
2016-01-15,141955.0,22726.25,53181.0,38229.0,14797.624,179900.482,25854.497003,13206.0,25129.603023,105489.716
2016-01-16,220308.0,31100.719,78987.0,55373.0,19065.658,262108.866,21513.404044,22908.0,27064.95997,147971.54543
2016-01-17,251345.0,37815.47603,83023.0,62574.0,21861.09901,296780.623,22316.445004,25195.0,30229.26206,162589.3662
2016-01-18,158492.0,25053.496,57898.0,41062.0,14244.042,199216.618,16564.766965,15416.0,19828.320002,117358.909
2016-01-19,136240.0,22443.274,50055.0,35093.0,12288.38498,176148.616,15086.372039,13286.0,16791.60407,113662.4959
2016-01-20,143371.0,24535.381,56389.0,42167.0,12921.117,202818.498,16549.06896,15286.0,19184.0181,159968.81
2016-01-21,115821.0,20289.228,46948.0,31816.0,11258.922994,154029.367,16612.17005,12670.0,15048.877991,90733.81299
2016-01-22,135214.0,22693.42998,53383.0,37956.0,14525.85002,171250.134,23336.503024,12900.0,24079.800894,105194.3711
2016-01-23,204449.0,29442.695,74931.0,53118.0,18280.055,250648.18099999998,20282.671972,21049.0,24568.95799,140918.2799
2016-01-24,231483.0,35201.10503,76949.0,58360.0,20640.300004,269822.866,21710.603968,23427.0,26975.204914,156731.1981
2016-01-25,141976.0,24731.331,53385.0,38122.0,14045.029,183926.533,16395.862985,14463.0,17779.671021000002,111649.04208
2016-01-26,128256.0,21938.672,49320.0,34650.0,12257.85201,167851.858,15037.43798,13726.0,16328.673966,111866.772
2016-01-27,129324.0,22215.79902,49442.0,37369.0,11158.038,167202.089,15119.606026,12654.0,15906.201004999999,146746.772
2016-01-28,113870.0,19690.37903,45338.0,30730.0,10416.437,147342.729,16037.147995,11468.0,14117.364061,87981.7459
2016-01-29,137022.0,23194.7051,53658.0,37184.0,14774.43402,182896.50400000002,22650.420028,13230.0,23909.944935,103429.102
2016-01-30,209541.0,31066.643,85311.0,54447.0,19717.874,282682.646,21217.34404,25003.0,25783.280882,142242.5899
2016-01-31,245481.0,38235.52902,94331.0,62378.0,22644.31001,316827.105,23832.117158,29251.0,29158.431025,164056.60820000002
2016-02-01,182638.0,28707.817,79530.0,46755.0,18429.001,262715.744,20178.726996,23487.0,22987.033953,129611.95492999999
2016-02-02,154284.0,24323.983,70322.0,39758.0,15465.817,226869.889,18976.31496,20238.0,23780.420919,123144.2959
2016-02-03,149974.0,24888.357,67153.0,41328.0,13984.294,218438.255,16933.094004,18339.0,21143.865998,150232.335
2016-02-04,134005.0,21973.75898,61809.0,34566.0,12907.72299,189314.288,24358.415966,15296.0,21209.900004,90242.804
2016-02-05,167256.0,25033.27098,66307.0,40987.0,16002.742,212188.512,25275.032973999998,15934.0,28529.368010000002,111939.893
2016-02-06,207438.0,28754.70797,85778.0,50177.0,18641.297,270244.338,20700.797956,22452.0,28894.69111,130977.22399
2016-02-07,152830.0,22290.42698,60619.0,37008.0,14446.061,196975.541,16470.45199,16099.0,23534.85799,101176.92902
2016-02-08,133559.0,20594.5481,51913.0,34709.0,13298.996,179694.609,15403.007998000001,13573.0,23284.63199,98661.0472
2016-02-09,157846.0,25672.237,58834.0,41755.0,15740.47498,213773.579,16837.46698,17103.0,21110.183992,130201.49723
2016-02-10,154782.0,27565.52897,61942.0,44005.0,14592.089,221570.756,16838.617947,16561.0,21169.90701,162649.2649
2016-02-11,132974.0,22655.526,53753.0,36659.0,12360.238,194112.377,16426.770974,13752.0,16272.61301,103859.2651
2016-02-12,144742.0,23665.856,53855.0,39685.0,13916.998,203111.89,23527.205860000002,13014.0,22574.415005,110361.46702
2016-02-13,190061.0,28448.95008,64395.0,50369.0,16576.24699,253712.534,18523.593924,17699.0,21301.87204,131784.494
2016-02-14,219933.0,32300.273985,68459.0,55662.0,19208.366,274389.572,19917.383,20888.0,24702.935094,147827.21842
2016-02-15,166667.0,26083.661,59576.0,41876.0,15255.653004,216906.481,16338.244037,16061.0,18564.88497,122453.712
2016-02-16,150444.0,24620.357,57548.0,40448.0,14227.94,208609.541,16766.59301,15404.0,18742.052983999998,127452.0641
2016-02-17,142628.0,24579.123,54296.0,41807.0,12556.866,197609.707,16211.78198,14052.0,18064.84695,157338.88009
2016-02-18,124212.0,20883.504,44868.0,32708.0,11673.667,164390.699,16680.09803,11124.0,14842.647093,90950.92502
2016-02-19,146081.0,23171.387,49933.0,38815.0,14558.52099,184538.157,23728.281098,12092.0,23932.985004,108399.6805
2016-02-20,203285.0,29175.78098,68680.0,52132.0,16974.722999999998,251560.286,19291.811046,18312.0,22723.852155,135390.41806
2016-02-21,234842.0,34413.258,72947.0,60376.0,19970.02,284126.734,21110.18695,21907.0,26784.140995,155580.9671
2016-02-22,153189.0,24988.66002,54051.0,41517.0,14623.769980000001,204008.43,16564.045045,13873.0,17478.69098,114161.7652
2016-02-23,134845.0,21698.63702,49708.0,36933.0,13306.359,186082.85,15540.375002,12561.0,18960.253015,111520.9171
2016-02-24,137272.0,23333.079,48756.0,40103.0,12254.644,182948.03,15491.274976,12266.0,16762.619845,144254.789
2016-02-25,120695.0,20388.914,43262.0,32755.0,11225.797,162385.525,16770.550002,10693.0,14622.96999,88207.7798
2016-02-26,137555.0,23327.805,47050.0,38299.0,14396.128,175730.956,22083.081986,11353.0,23629.62596,101550.40672
2016-02-27,208705.0,30473.342,71249.0,54938.0,17585.77,262987.933,20001.23998,19636.0,23481.577952,138361.4998
2016-02-28,229672.0,35826.064,74400.0,62079.0,20358.102,288013.308,21204.572024,23045.0,26531.24391,153230.93237
2016-02-29,158195.0,26613.27097,58014.0,42771.0,14891.173999999999,215583.564,16805.438955,16350.0,18337.0169,113484.165
2016-03-01,179419.0,29700.79303,77991.0,50067.0,19057.05802,281908.06,20690.978008,22703.0,25350.192934,136427.1013
2016-03-02,170183.0,29574.06,72681.0,49731.0,16679.22902,261201.044,19205.905036,20578.0,21372.696125000002,163822.37973
2016-03-03,135577.0,24125.238,57650.0,38585.0,14083.024,210149.586,19170.72398,16097.0,17376.604999,95856.22433
2016-03-04,152201.0,26265.54409,59212.0,44098.0,16565.452,217479.873,26192.21895,15603.0,27077.12697,107956.75281
2016-03-05,227024.0,34010.704,83237.0,61647.0,19875.347,310035.22,22894.28802,25239.0,26651.52004,143532.676
2016-03-06,245308.0,38449.48499,84223.0,67308.0,22609.415,321403.911,23491.565064,26617.0,28538.199019,157286.18808
2016-03-07,155266.0,27755.53898,58665.0,44468.0,15672.173999999999,227335.73,17239.74303,16413.0,18248.793014,110206.5171
2016-03-08,132163.0,22949.644,49677.0,37520.0,12238.014,191799.819,15178.11393,13055.0,19033.08297,107501.382
2016-03-09,137198.0,24457.301,50717.0,42972.0,12691.484,189025.518,15009.568012,13058.0,17094.495998,149485.4699
2016-03-10,119723.0,21495.05,44327.0,34751.0,11717.945,170078.721,16455.27603,12261.0,14429.206008,87946.89378
2016-03-11,141062.0,23819.166,47857.0,40821.0,14612.998,185561.196,22672.464896,11438.0,23864.271044,104588.00198
2016-03-12,201038.0,31789.7269,67196.0,56057.0,17469.394,260840.698,19796.42998,19220.0,23340.51396,134620.91202
2016-03-13,223273.0,36102.231,68686.0,61082.0,18908.48899,277080.813,20225.646044,20994.0,24760.147104,146734.01499999998
2016-03-14,144170.0,25588.578,51191.0,41376.0,13814.605,195250.187,15606.02999,13570.0,16778.076018,108624.4311
2016-03-15,135828.0,24406.87,50816.0,39464.0,13473.922999999999,194401.932,15616.199993,13727.0,19685.084958,117789.9965
2016-03-16,147195.0,26265.203,53659.0,45079.0,13171.206001999999,203217.46,16178.185916,14176.0,18413.948894,157275.82288
2016-03-17,121907.0,21999.91498,45367.0,35153.0,11684.857004,171098.721,16287.629013,11722.0,15198.984964,91250.20402
2016-03-18,143712.0,24248.760000000002,49327.0,40912.0,14667.37301,186072.919,21597.437131,11624.0,22355.78501,104260.86
2016-03-19,202664.0,29532.7141,68480.0,54779.0,16531.587,258009.331,19002.529094,19714.0,22641.35597,135441.0299
2016-03-20,216151.0,34067.363,68872.0,58803.0,18266.39799,268138.842,19041.136005,21123.0,24465.185846,144129.3112
2016-03-21,148126.0,24501.339,54827.0,41429.0,13083.858,205495.301,15114.358904,14859.0,16765.562026,111077.18201
2016-03-22,130755.0,21369.396,48236.0,37334.0,11453.921,180395.586,12536.833014,12730.0,16711.096988,111574.369
2016-03-23,148247.0,23527.81998,51618.0,46142.0,10842.22,201357.405,12344.103005,12953.0,15166.867008000001,144964.3661
2016-03-24,149854.0,22130.332,45448.0,43056.0,11245.81499,193502.016,12822.967018,11027.0,12921.384989,101982.99602
2016-03-25,149515.0,22210.520099999998,42080.0,41614.0,12331.810003999999,175260.391,13820.620016,11619.0,17403.978964,95766.147
2016-03-26,182196.0,28149.17998,60528.0,48960.0,16330.727,228098.999,17433.532974,16323.0,21241.142,118603.25153
2016-03-27,195375.0,31568.035,60561.0,52787.0,17032.23,236363.068,17321.006991000002,17899.0,22689.653962,130471.4999
2016-03-28,143196.0,25474.638,51263.0,41420.0,13095.555,187080.173,15425.510992,13019.0,16419.072002,111591.95567
2016-03-29,130183.0,22307.213,46810.0,36899.0,12534.412,170623.586,14402.55504,11433.0,18109.071955,116029.6311
2016-03-30,129972.0,23982.0839,48857.0,40582.0,11633.47,177508.797,13991.31201,12271.0,16113.171005,144538.47202000002
2016-03-31,129134.0,22874.195,50636.0,36964.0,13070.95899,181818.285,16689.481974,14040.0,15853.955002,95477.33099999999
2016-04-01,178237.0,28952.325,72864.0,49964.0,20038.717,264279.91599999997,27827.79607,19969.0,30692.601003,118196.643
2016-04-02,247315.0,36650.9,100464.0,67068.0,22819.347999999998,359878.225,24093.991881,30040.0,28772.816064,150942.295
2016-04-03,280881.0,43150.05097,104807.0,76947.0,25888.079,392994.414,25268.064016,33078.0,30579.117017,176939.268
